Age	Employed	HasESI	NetWorth	TotalIncome	ObWeight
27	1	1	96111.2998	70000	39559.31389
27	1	1	96414.4546	70000	42840.43961
27	1	1	97099.3599	70000	42399.77796
27	1	1	-12200	70000	20492.12629
27	1	1	-61086.65835	70000	28206.33193
27	1	1	18300	70000	27080.78548
27	1	1	-46082.91771	70000	28494.58239
27	1	1	-12200	70000	20500.92807
27	1	1	2391.55454	71000	40768.09016
27	1	1	-56440	72000	14466.19729
27	1	1	-57250	72000	14498.86795
27	1	1	3907.328543	74000	40024.26789
27	1	1	-55950	74000	14487.77666
27	1	1	31400.68579	74000	15547.30828
27	1	1	30328.99002	74000	15638.04486
27	1	1	55556.70823	74000	27170.72541
27	1	1	142321.197	75000	19313.00483
27	1	1	30436.1596	75000	15562.16035
27	1	1	30436.1596	75000	15644.70737
27	1	1	30436.1596	75000	15670.25744
27	0	0	-34132.98498	76000	59560.32034
27	0	0	-35143.50098	76000	58826.96565
27	0	0	-35143.50098	76000	59258.98425
27	0	0	-34020.70542	76000	60199.92597
27	0	0	-35143.50098	76000	58675.9144
27	1	1	8870.084912	76000	47600.54305
27	1	1	296934.5134	77000	51258.05982
27	1	1	298046.081	77000	50131.52638
27	1	1	298046.081	77000	50533.89414
27	1	1	298046.081	77000	51197.24708
27	1	1	298057.3089	78000	51034.35423
27	1	1	144678.9277	78000	23078.18688
27	1	1	145750.6234	78000	23012.69347
27	1	1	145750.6234	78000	23018.26292
27	1	1	10009.6384	79000	24373.38434
27	1	1	145750.6234	79000	23102.08168
27	1	1	8937.942643	79000	24348.17461
27	1	1	9023.678304	79000	24279.07711
27	1	1	9913.185786	79000	24237.88839
27	1	1	145750.6234	79000	22973.65313
27	1	1	8841.490025	80000	24284.95305
27	0	0	392990.8354	81000	20784.95469
27	0	0	392990.8354	81000	21974.71336
27	1	1	121729	81000	38290.99136
27	0	0	392990.8354	81000	19777.83218
27	1	1	120729	81000	38381.18995
27	0	0	392990.8354	81000	20820.52982
27	1	1	121719	81000	38185.01638
27	0	0	392990.8354	81000	21404.70566
27	1	1	120729	81000	38309.16021
27	1	1	57978.74065	82000	33532.45173
27	1	1	59050.43641	82000	33560.78047
27	1	1	59050.43641	82000	33531.6402
27	1	1	59050.43641	82000	33614.79882
27	1	1	121719	82000	38208.73404
27	0	1	-21433.91521	82000	24313.7383
27	1	1	59050.43641	82000	33581.12771
27	1	1	-59211.19077	83000	16176.27653
27	1	1	-56531.95137	83000	16156.2836
27	1	1	-56853.4601	83000	16135.42863
27	1	1	-59104.0212	83000	16166.31279
27	1	1	-58461.00374	84000	16117.26517
27	0	1	-21433.91521	84000	24203.60807
27	1	1	79100	84000	44122.19621
27	1	1	79200	84000	44468.10414
27	1	1	79000	84000	43948.24315
27	1	1	85306.98254	85000	34254.03278
27	1	1	18700	85000	27672.78247
27	1	1	18900	85000	27608.87385
27	1	1	55942.5187	85000	16596.90082
27	1	1	120244.2643	85000	34716.81307
27	1	1	7432.906597	85000	47170.31065
27	1	1	83056.42145	85000	34036.11008
27	0	1	-22505.61097	85000	24250.60616
27	1	1	79100	85000	44066.24427
27	1	1	82949.25187	85000	34265.02644
27	1	0	56049.68828	85000	19572.73518
27	1	1	18800	85000	27686.18512
27	1	1	18800	85000	27687.31129
27	1	1	56049.68828	85000	16719.76296
27	1	1	79200	85000	44159.72395
27	1	1	84878.30424	85000	16676.32206
27	1	1	18700	85000	27764.42316
27	1	1	91737.15711	85000	34333.5622
27	1	1	88093.39152	85000	16747.30103
27	1	1	56049.68828	85000	16714.38428
27	1	0	-6310.111039	87000	44280.99956
27	1	0	31350	87000	15553.72917
27	1	0	31350	87000	15524.48037
27	1	0	31340	87000	15582.13943
27	0	1	-21433.91521	87000	24338.91238
27	1	0	-6422.390594	87000	44327.19849
27	1	0	-7758.517309	87000	44403.95797
27	1	0	-6826.596995	87000	44632.26349
27	1	0	-6938.876551	87000	44399.07638
27	1	1	144464.5885	88000	19469.23569
27	0	1	-22505.61097	88000	24244.73854
27	1	0	31340	88000	15600.83172
27	1	0	31340	88000	15497.4156
27	1	1	161300	90000	43778.37467
27	1	1	182300	90000	43881.49938
27	1	1	142820	90000	43657.21269
27	1	1	168200	90000	43684.32926
27	1	1	140710	90000	43799.14724
27	1	1	293966.1471	91000	35984.99808
27	1	1	229664.4015	91000	36258.15394
27	1	1	289679.3641	91000	36129.8815
27	1	1	199764.0898	91000	35748.58021
27	1	1	305754.8005	91000	35812.13475
27	1	1	74161.34663	93000	21224.41712
27	1	1	76200	94000	38383.54667
27	1	1	74960	94000	38510.65694
27	1	1	76200	94000	38402.13683
27	1	1	76020	94000	38294.90219
27	1	1	77000	94000	38403.69888
27	1	0	54334.97506	95000	19535.87656
27	1	1	783409.601	101000	18797.24422
27	1	1	89935.92423	103000	39162.48756
27	1	1	88813.12867	103000	39045.20301
27	1	1	89823.64468	103000	38909.79753
27	1	1	89935.92423	103000	39206.17108
27	1	1	89935.92423	103000	38659.94574
27	1	0	86164.33915	106000	29223.23108
27	1	0	88200.5611	106000	28897.41844
27	1	0	87128.86534	106000	29088.85876
27	1	0	47368.95262	107000	17878.97497
27	1	0	84985.47382	107000	28996.73199
27	1	0	48654.98753	107000	17939.40922
27	1	0	49298.00499	107000	17829.25923
27	1	0	83913.77805	107000	29466.70059
27	1	1	598221	108000	17582.48397
27	1	0	49405.17456	108000	17939.1728
27	1	0	48654.98753	109000	17970.63275
27	1	0	153588.3272	110000	45399.43818
27	1	0	192369.6858	110000	45557.4275
27	1	0	228591.0705	110000	45745.24292
27	1	1	164100	110000	37444.77311
27	1	0	183421.0052	110000	45694.27356
27	1	1	185600	110000	37341.14014
27	1	1	201100	110000	37462.54043
27	1	1	195600	110000	37364.33364
27	1	0	233677.3344	110000	45107.91441
27	1	1	182100	110000	37532.97833
27	1	1	302882.6559	112000	26516.13587
27	1	1	587706	117000	17860.07963
27	1	0	22792.74984	121000	28152.81757
27	1	0	23578.70673	121000	27985.60542
27	1	0	21557.67472	121000	28317.65853
27	1	0	23578.70673	121000	28145.02022
27	1	0	21557.67472	121000	28348.12515
27	1	1	204400	131000	27940.35285
27	1	1	188600	137000	27838.03572
27	0	0	9768.321359	140000	32248.92658
27	0	0	9880.600914	140000	32446.73777
27	0	0	9768.321359	141000	32257.86089
27	0	0	9656.041803	141000	32481.64682
27	0	0	9880.600914	141000	32066.26705
27	1	1	224400	145000	27817.48699
27	1	1	514328.2294	150000	18285.65615
27	1	0	140725.442	167000	15065.68745
27	1	0	323985.4171	167000	15142.55943
27	1	0	81776.81671	167000	15097.23267
27	1	0	205027.1877	167000	15143.24198
27	1	0	80705.12095	167000	15040.97881
27	1	1	156900	175000	27751.54735
27	1	1	200000	176000	27841.40323
27	1	1	657806.8579	182000	19296.92596
27	1	0	7706820	189000	5598.183526
27	1	0	7705030	189000	5929.788561
27	1	0	7705240	189000	5558.235913
27	1	0	7704440	189000	5608.380655
27	1	0	7710410	189000	5752.856321
27	1	1	310631.0162	190000	26865.75286
27	1	1	586116	199000	17468.07591
27	1	1	380500	200000	23182.05502
27	1	1	383500	200000	23336.19457
27	1	1	388500	200000	23703.93506
27	1	1	388500	200000	23334.74416
27	1	1	384500	200000	23134.35994
27	1	1	16938269.24	210000	8489.552143
27	1	1	16923672.89	210000	8251.077502
27	1	1	16930409.67	210000	8634.715168
27	1	1	16933778.05	210000	8162.440919
27	1	1	16914690.53	210000	8490.232947
28	0	0	-200180	360	19899.07841
28	0	0	-189640	360	20004.62247
28	0	0	-179340	360	19966.87731
28	0	0	-194730	360	19892.72614
28	0	0	-181860	370	19889.62005
28	0	0	-199900	5100	20369.34325
28	0	0	-200100	5100	20372.52426
28	0	0	-200300	5100	20448.4639
28	0	0	-201200	5100	20379.02974
28	0	0	-200200	5100	20487.11945
28	1	0	0	6000	40179.28225
28	1	0	0	6000	40271.72109
28	1	0	0	6000	40145.52699
28	1	0	0	6000	40242.06594
28	1	0	0	6000	40098.7602
28	0	0	31887.39386	6800	30675.02847
28	0	0	31887.39386	6800	30237.05069
28	0	0	31887.39386	6800	30306.84163
28	0	0	31999.67342	6800	30283.70681
28	0	0	31999.67342	6800	30383.65103
28	1	0	12300	8400	16871.47104
28	1	0	12300	8900	16917.00995
28	1	0	148209.0137	9000	16089.34418
28	1	0	149331.8093	9000	16048.62497
28	1	0	148209.0137	9000	15783.59344
28	1	0	148209.0137	9000	15863.34654
28	1	0	149331.8093	9000	15724.92866
28	1	0	12300	9100	16857.47844
28	1	0	13230	9200	20818.44442
28	1	0	13130	9300	20877.92212
28	1	0	12300	9400	16849.20443
28	1	0	13340	9700	20807.95981
28	1	0	12900	9900	20762.85921
28	1	0	13080	9900	20771.24281
28	0	0	1908.752449	10000	26169.72824
28	1	0	145963.4226	10000	57705.00017
28	0	0	330	11000	23522.03617
28	1	0	12300	11000	16751.65606
28	0	0	65200	11000	19187.89698
28	0	0	307040.8354	11000	12305.81866
28	0	0	330	12000	23476.94099
28	0	0	283463.5287	12000	18664.34964
28	0	0	1908.752449	12000	26149.22503
28	0	0	-535.8478803	12000	13888.80779
28	0	0	330	12000	23511.93731
28	0	0	1908.752449	12000	26368.14457
28	0	0	185939.2145	12000	18614.0804
28	1	0	4650	12000	20025.1394
28	0	0	330	12000	23490.43011
28	0	0	330	12000	23534.02171
28	0	0	65200	12000	19169.891
28	0	0	301682.3566	12000	13679.63752
28	0	0	65200	12000	19141.35759
28	1	0	4650	12000	19854.74037
28	0	0	65200	12000	19152.35562
28	0	0	184867.5187	12000	18714.87169
28	0	0	1908.752449	12000	26346.40365
28	0	0	-6966.022444	13000	14003.50792
28	0	0	-6966.022444	13000	14048.91283
28	1	0	147198.4977	13000	58117.71049
28	0	0	-535.8478803	13000	13873.17333
28	0	0	-6966.022444	13000	13971.14043
28	1	1	-5358.478803	13000	17973.46836
28	0	0	-6966.022444	13000	13905.40957
28	0	0	-6966.022444	13000	13963.7769
28	1	1	-5465.648379	13000	17832.07254
28	0	0	1908.752449	14000	26251.30888
28	1	1	0	14000	30657.98484
28	1	0	4650	14000	19999.26049
28	1	1	-5358.478803	14000	17942.00345
28	1	0	8533.246244	14000	37292.05543
28	1	0	8533.246244	14000	37728.01238
28	1	0	8420.966688	14000	37560.84179
28	1	0	8533.246244	14000	37481.45636
28	1	0	8533.246244	14000	37391.28381
28	1	1	0	15000	30173.84898
28	1	1	16793.47257	15000	15997.92199
28	0	0	1120	15000	29648.28602
28	1	1	3705.225343	15000	30095.74716
28	1	0	8690	15000	26115.15534
28	1	1	16793.47257	15000	16092.81117
28	0	0	1340	15000	29655.56705
28	1	1	-5358.478803	15000	17881.79612
28	1	1	16804.18953	15000	16030.28622
28	1	0	8690	15000	26072.82607
28	1	0	8690	15000	26042.49948
28	1	1	0	15000	30169.04455
28	1	1	16836.3404	15000	16068.58556
28	1	1	16804.18953	15000	16048.10783
28	0	0	65200	15000	19178.12486
28	1	0	1100	15000	18173.97371
28	1	0	8690	15000	26764.08704
28	1	0	3500	15000	22053.7472
28	1	1	0	15000	30304.46903
28	1	0	8690	15000	26102.07403
28	0	0	1080	16000	29674.45021
28	1	0	5036.970075	16000	16700.42416
28	1	0	4650	16000	20005.61085
28	1	0	5358.478803	16000	16967.37593
28	1	0	4650	16000	20065.56346
28	1	0	8630	16000	20228.63459
28	1	0	3500	16000	22028.0954
28	1	0	5036.970075	16000	16675.28387
28	0	0	1240	16000	29675.1671
28	1	0	8640	16000	20206.21771
28	1	0	8630	16000	20196.09624
28	0	0	1290	16000	29649.96279
28	1	0	5036.970075	16000	16601.95227
28	1	0	8740	16000	20150.00131
28	1	0	5036.970075	16000	16635.53847
28	1	0	8630	16000	20173.46606
28	1	1	-5465.648379	16000	17942.23992
28	1	0	5036.970075	16000	16654.03297
28	1	0	4345.726309	17000	23528.62016
28	0	0	-14896.57107	17000	21022.80583
28	0	0	-535.8478803	17000	13923.96822
28	0	0	-14896.57107	17000	20993.19086
28	1	0	5144.139651	17000	16842.83914
28	1	0	5535.308603	17000	24241.64556
28	0	0	589.4326683	17000	21432.70847
28	0	0	2990.031172	17000	21425.72871
28	1	0	3500	17000	22089.55149
28	0	0	675.1683292	17000	21370.44384
28	1	0	-11617.18204	17000	23681.73035
28	0	0	34294.26434	17000	21581.40165
28	1	0	4774.404613	17000	23712.76987
28	1	0	3691.991895	17000	24075.80418
28	0	0	17490.07481	18000	21410.89588
28	0	0	33447.62469	18000	21380.73421
28	0	0	-14896.57107	18000	20884.46858
28	0	0	-14896.57107	18000	21137.36678
28	0	0	28721.44638	18000	21527.57168
28	1	1	-6891.003741	18000	19364.10343
28	0	0	878.7905237	18000	21289.28338
28	1	1	473368.0175	18000	30976.59848
28	1	0	-74999	18000	12740.92018
28	1	0	148209.0137	18000	57612.35977
28	1	0	148882.6911	18000	58049.58054
28	1	0	-74999	18000	12745.01565
28	0	0	23791.64589	18000	21229.95003
28	1	1	432322.0698	18000	30940.97987
28	1	1	383988.591	18000	30933.94164
28	0	0	-535.8478803	18000	13906.75901
28	0	0	13932.04489	18000	21270.00487
28	1	1	468116.7082	19000	30969.10375
28	1	0	-74999	19000	12716.29699
28	1	1	-6773.117207	19000	19494.55865
28	1	0	-10120	19000	15396.30015
28	1	1	-6172.967581	19000	19629.80557
28	1	0	-74999	19000	12735.26601
28	1	1	-6462.325436	19000	19488.21007
28	0	0	10288.2793	19000	14964.48578
28	1	1	440252.6185	19000	30925.73339
28	1	1	-6858.852868	19000	19437.92458
28	1	0	-10230	19000	15351.73258
28	0	0	11359.97506	19000	14994.75935
28	0	0	-535.8478803	19000	13915.39179
28	0	0	-14896.57107	19000	20845.13976
28	1	0	-75999	19000	12717.0842
28	1	0	3500	19000	22114.05775
28	1	0	5572.817955	20000	16780.98018
28	1	0	-10230	20000	15426.45429
28	1	1	11600	20000	24308.90711
28	1	0	5465.648379	20000	16797.7528
28	1	0	-10330	20000	15416.20741
28	1	1	11600	20000	24250.39146
28	1	1	11600	20000	24327.90377
28	1	1	11600	20000	24419.80757
28	0	0	10288.2793	20000	15030.58462
28	1	1	11600	20000	24376.10677
28	0	0	5100	21000	18511.5736
28	1	0	-9230	21000	15353.34017
28	0	0	5100	21000	18546.98204
28	0	0	10288.2793	21000	15053.2453
28	1	0	6100	21000	20199.7346
28	1	0	1100	21000	18241.90438
28	1	0	6100	21000	20097.25786
28	1	0	6100	21000	20174.79323
28	1	0	6100	21000	20250.20257
28	1	0	6100	21000	20154.52184
28	0	0	5100	21000	18505.74452
28	0	0	5100	21000	18568.47906
28	1	0	1100	22000	18104.12784
28	0	0	5100	22000	18470.62391
28	1	0	5572.817955	23000	16890.52017
28	0	0	10288.2793	23000	15011.42971
28	1	0	3500	24000	22078.48664
28	1	0	7185.891574	25000	30901.67508
28	1	0	7185.891574	25000	30766.2841
28	1	0	0	25000	14318.54631
28	1	0	7185.891574	25000	30920.30227
28	1	0	7185.891574	25000	30937.338
28	1	0	7185.891574	25000	30881.29748
28	1	0	-107.1695761	26000	17468.22592
28	1	0	-107.1695761	26000	17389.10149
28	0	0	79519.82544	26000	23300.3985
28	0	0	78448.12968	26000	23406.18379
28	1	0	-107.1695761	26000	17340.013
28	1	0	1100	26000	18196.44154
28	1	0	-11900	26000	17614.07098
28	0	0	75125.87282	26000	23469.80267
28	1	0	-107.1695761	26000	17293.59578
28	0	0	87128.86534	26000	23536.92209
28	0	0	81663.21696	26000	23800.79949
28	1	0	-107.1695761	26000	17276.32806
28	1	1	15293.0985	27000	16445.27335
28	1	0	-16600	27000	17574.38075
28	1	0	31880	27000	23407.1655
28	1	0	148882.6911	28000	57735.01383
28	1	1	-2839.993766	28000	14715.08052
28	1	1	-3065.049875	28000	14670.43585
28	1	0	2036.221945	29000	21490.78104
28	1	1	-2925.729426	29000	14724.14982
28	0	1	11231.37157	29000	22610.07306
28	1	1	-2207.693267	29000	14705.95163
28	1	1	15528.87157	29000	16439.9178
28	0	1	11124.202	29000	22624.4573
28	1	1	-1135.997506	29000	14686.96879
28	1	0	1100	29000	18155.71271
28	1	0	56339.04613	30000	20092.59388
28	0	0	-37799	30000	18226.73686
28	0	1	9463.073566	30000	29742.56742
28	1	0	115100	30000	19714.53788
28	0	1	12635.29302	30000	29793.11053
28	0	0	-37799	30000	18232.47805
28	0	1	11220.65461	30000	22580.4034
28	1	0	98860	30000	19665.44178
28	1	0	1714.713217	30000	15510.18125
28	1	0	1714.713217	30000	15539.86865
28	1	0	1714.713217	30000	15492.72162
28	1	0	98270	30000	19644.86495
28	0	1	11124.202	30000	22657.91812
28	0	1	11220.65461	30000	22707.32079
28	1	0	19700	30000	33670.91713
28	0	1	1961.203242	30000	29877.90079
28	0	1	-1264.600998	30000	29800.32095
28	1	0	1714.713217	30000	15530.22808
28	1	0	56242.59352	30000	20165.7591
28	1	0	95410	30000	19628.35461
28	1	0	1714.713217	30000	15549.44629
28	0	0	-37699	30000	18192.14575
28	0	0	-37599	30000	18288.52556
28	1	0	106900	30000	19649.00711
28	0	1	6033.647132	30000	29908.83591
28	0	0	-37799	30000	18267.35265
28	1	1	87793.31671	31000	26895.17813
28	1	1	87975.50499	31000	26885.11341
28	1	0	-5900	31000	17600.59663
28	1	0	4620	31000	23484.51647
28	1	0	-16673.51404	31000	29460.33416
28	1	0	4620	31000	23458.20154
28	1	0	56456.93267	31000	20087.73232
28	1	0	-16308.60549	31000	29887.06135
28	1	0	56242.59352	31000	20144.90138
28	1	0	56446.21571	31000	20053.65409
28	1	0	-16673.51404	31000	29505.7918
28	1	0	-16791.40758	31000	29528.33234
28	1	0	-16886.8452	31000	29603.1687
28	1	1	86250.07481	31000	26816.78935
28	1	0	4620	32000	23430.91615
28	1	1	86367.96135	32000	26808.21891
28	1	0	4630	32000	23522.35287
28	1	0	2443.466334	32000	21595.57481
28	1	0	0	32000	14296.00009
28	1	0	4620	32000	23496.28597
28	1	1	88007.65586	32000	26891.05284
28	1	0	32030	32000	23279.89512
28	1	0	7700	33000	19191.14641
28	1	0	0	33000	14304.41225
28	1	0	18700	33000	33520.03495
28	1	0	7700	33000	19189.95844
28	1	0	128571.3194	33000	50722.72643
28	1	0	32000	33000	23364.48819
28	1	0	7800	33000	19227.11691
28	1	0	41139.22926	33000	51555.90401
28	1	0	-13400	33000	17575.46871
28	1	0	0	33000	14313.34352
28	1	0	7800	33000	19218.58429
28	1	0	0	33000	14364.34992
28	1	0	19700	34000	33532.88944
28	1	1	-119577.727	34000	29478.40034
28	1	0	7700	34000	19233.29731
28	1	1	7812.662095	35000	14379.44477
28	1	0	202818.4227	35000	19750.30373
28	1	1	328485.4676	35000	27476.81053
28	1	0	202818.4227	35000	19910.07209
28	1	1	7801.945137	35000	14361.67262
28	1	1	14928.72195	35000	16559.36532
28	1	1	7769.794264	35000	14370.58779
28	1	0	-13900	35000	17608.4109
28	1	1	7662.624688	35000	14343.13419
28	1	1	45161.25935	35000	25048.47908
28	1	0	202818.4227	35000	19718.56008
28	1	0	17672.80209	35000	34183.25836
28	1	0	202818.4227	35000	19652.06997
28	1	0	202818.4227	35000	19693.34188
28	1	0	18700	35000	33680.30223
28	1	1	6700	35000	18707.74248
28	1	0	17672.80209	36000	33984.27295
28	1	0	84804.74853	36000	48842.12293
28	1	0	17672.80209	36000	33782.42518
28	1	0	83670.72502	36000	48417.70729
28	1	1	3750	36000	18749.9923
28	1	0	17672.80209	36000	34220.03571
28	1	0	17672.80209	36000	33974.86049
28	1	1	7748.360349	36000	14326.98829
28	1	1	-123967.8576	36000	29621.32246
28	1	0	15753.92768	37000	20918.65941
28	1	0	-47820	37000	19906.81321
28	1	0	-48770	37000	19896.84171
28	1	0	857.3566085	37000	18415.75281
28	1	0	-46680	37000	19928.89793
28	1	1	7500	37000	18708.9006
28	1	0	643.0174564	37000	18316.1863
28	1	1	-106104.1803	37000	29546.44021
28	1	0	-1178.865337	37000	18389.61387
28	1	0	214.3391521	37000	18506.66269
28	1	0	-1607.543641	37000	18308.72997
28	1	0	84164.75506	37000	48004.40882
28	1	1	398670.8229	37000	27438.97314
28	1	0	-47680	37000	19874.54686
28	1	0	-46620	37000	19851.42979
28	1	1	9300	38000	18743.96721
28	1	1	7870.796865	38000	26335.36544
28	1	1	5990.779302	38000	17105.96608
28	1	1	7983.076421	38000	26287.66103
28	1	1	441002.8055	38000	19612.52495
28	1	1	27263.94015	38000	21494.34159
28	1	1	7870.796865	38000	26189.75606
28	1	1	7870.796865	38000	26320.8638
28	1	1	7870.796865	38000	26305.00743
28	1	1	25367.03865	38000	21457.87709
28	1	1	25163.41646	38000	21499.54358
28	1	1	5400	39000	18735.649
28	1	1	24081.00374	39000	21577.83207
28	1	0	87084.02351	39000	47712.63152
28	1	1	26127.94264	39000	21555.51382
28	1	0	7330.399002	39000	16528.012
28	1	1	301682.3566	40000	29149.29179
28	1	1	303825.7481	40000	29376.98255
28	1	1	-98400	40000	20322.0656
28	1	1	302754.0524	40000	29621.73302
28	1	1	303825.7481	40000	29049.45572
28	1	1	7416.134663	40000	17278.70153
28	1	0	18700	40000	33739.23862
28	1	1	304897.4439	40000	29241.90326
28	1	1	-118780.5421	40000	29905.38921
28	1	0	31850	40000	23320.55126
28	1	0	1607.543641	40000	21604.77549
28	1	0	9366.620948	41000	14211.84589
28	1	1	-98300	41000	20283.72147
28	1	0	7341.11596	41000	16472.54955
28	1	0	9463.073566	41000	14290.52087
28	1	0	9570.243142	41000	14177.27869
28	1	1	-98200	41000	20208.39364
28	1	1	-98300	41000	20214.84671
28	1	0	8820.05611	41000	14198.46961
28	1	1	-106429.791	41000	29523.88585
28	1	1	-98400	41000	20205.23826
28	1	0	8069.869077	41000	14056.85928
28	1	0	93034.83997	42000	49085.13178
28	1	0	7330.399002	42000	16528.22983
28	1	1	18079.25408	42000	50859.29736
28	1	1	14120	42000	19166.12251
28	1	1	14010	42000	19208.21845
28	1	1	16428.74461	42000	51089.2036
28	1	1	9966.770574	42000	23862.13164
28	1	1	9966.770574	42000	23729.47784
28	1	1	13995	42000	19193.52461
28	1	1	14010	42000	19164.93609
28	1	1	10073.94015	42000	23775.55527
28	1	1	11038.46633	42000	23837.4507
28	1	1	9966.770574	42000	23769.80259
28	1	1	18225.2175	42000	51116.21545
28	1	1	18606.96799	42000	51531.18064
28	1	0	7330.399002	42000	16426.74463
28	1	1	14030	42000	19202.04611
28	1	1	17618.9079	42000	51410.10772
28	1	1	-230	43000	16070.6436
28	1	0	17100	43000	25689.90536
28	1	1	-15050	43000	23579.60583
28	1	1	-15050	43000	23534.85593
28	1	1	-130	43000	16065.47948
28	1	1	-15040	43000	23659.54078
28	1	1	7083.908978	43000	17088.88571
28	1	1	-140	43000	16034.43122
28	1	0	16600	43000	25627.59563
28	1	1	-240	43000	16035.42384
28	1	0	15900	43000	25642.32046
28	1	1	-15045	43000	23632.14976
28	1	1	-16040	43000	23587.03312
28	1	0	20100	43000	25665.79787
28	1	0	15800	43000	25676.82186
28	1	1	-130	43000	16058.34993
28	1	0	6269.4202	44000	16556.99719
28	1	1	7416.134663	44000	17151.87969
28	1	1	-10480	44000	28663.40901
28	1	1	-10400	44000	28608.68708
28	1	0	21316.02868	44000	20990.46964
28	1	1	45011.22195	44000	24957.07225
28	1	1	75554.55112	44000	17235.84524
28	1	1	301993.1484	44000	27431.69226
28	1	0	2036.221945	44000	21470.27087
28	1	1	-10490	44000	28599.67853
28	1	0	2261.278055	44000	21640.05922
28	1	1	-10530	44000	28545.40143
28	1	1	-10450	44000	28696.63154
28	1	1	8434.245636	45000	16736.4229
28	1	1	7898.397756	45000	16633.8786
28	1	1	8970.093516	45000	16680.2611
28	1	1	72339.46384	45000	17246.60682
28	1	1	9741.714464	45000	23659.81141
28	0	1	68481.3591	45000	14562.30482
28	1	1	-10481.18454	45000	23592.66741
28	0	1	43403.6783	45000	14468.50289
28	0	1	49298.00499	45000	14324.19934
28	1	1	-19719.202	45000	25995.18932
28	1	1	29900.31172	45000	14812.62438
28	1	1	29900.31172	45000	14850.12351
28	1	1	-3590.180798	45000	23552.64317
28	1	1	-13214.00873	45000	23598.37723
28	1	1	8970.093516	45000	16765.77359
28	1	1	30972.00748	45000	14831.76963
28	1	1	-18647.50623	45000	25654.81441
28	1	1	65587.78055	45000	17225.70916
28	1	1	-18540.33666	45000	25242.11381
28	1	1	-18969.01496	45000	25988.60594
28	1	1	30972.00748	45000	14795.94999
28	0	1	67945.51122	45000	14446.90895
28	1	1	6290.854115	45000	16736.64348
28	1	1	-14692.94888	45000	23684.30842
28	1	1	-18433.16708	45000	25295.7675
28	1	1	29900.31172	45000	14840.97662
28	0	1	44207.45012	45000	14482.13357
28	1	0	122732.7825	46000	50772.07121
28	1	0	15561.02244	46000	20959.47128
28	1	1	7823.379052	46000	17200.43558
28	1	0	68726.31613	46000	50683.51641
28	1	0	15539.58853	46000	21036.23665
28	1	1	-19500	47000	23887.34179
28	1	1	-21700	47000	23842.27063
28	1	1	14982.30673	47000	16335.22358
28	1	1	-21400	47000	23753.72738
28	1	1	-20700	47000	23750.01842
28	1	1	-12592.42519	47000	20947.99228
28	1	1	-12560.27431	47000	20812.1384
28	1	1	-18300	47000	23761.31257
28	0	0	-119850	48000	20370.33977
28	0	1	123300	48000	20739.94827
28	0	0	-119850	48000	20416.03668
28	1	0	122912.4298	48000	51199.43366
28	1	0	31740	48000	23435.24466
28	1	1	-12603.14214	48000	20888.85723
28	0	0	-119850	48000	20467.04507
28	0	1	263100	48000	20686.20372
28	0	1	131400	48000	20773.50107
28	0	1	79400	48000	20727.24622
28	0	0	-119850	48000	20390.82823
28	1	0	18004.48878	48000	20946.14561
28	1	1	-12635.29302	48000	21043.31048
28	0	0	-119750	48000	20312.4626
28	0	1	84300	48000	20730.46252
28	1	1	-12699.59476	48000	20832.94016
28	1	1	-6644.513716	49000	17684.47633
28	1	1	-6698.098504	49000	17678.71722
28	1	1	16032.56858	49000	16397.49783
28	1	1	-6644.513716	49000	17807.16549
28	1	1	-6537.34414	49000	17566.13396
28	1	1	-6644.513716	49000	17633.10077
28	1	1	38511.88766	50000	46496.50525
28	1	1	-14080	50000	24343.07407
28	1	1	36827.69432	50000	46918.52881
28	1	1	37389.0921	50000	46089.23418
28	1	1	24220	50000	24330.6765
28	1	1	37276.81254	50000	47600.54305
28	1	1	38399.6081	50000	47170.31065
28	1	1	65116.23441	50000	17252.87583
28	1	1	72125.12469	50000	17308.06607
28	1	1	7920	50000	24297.98389
28	1	1	6820	50000	24320.23046
28	1	1	25910	50000	24284.03103
28	1	1	6700	51000	14748.00134
28	1	1	7700	51000	14740.4904
28	1	1	7800	51000	14720.68392
28	1	1	6600	51000	14712.23072
28	1	1	3065.049875	51000	23036.74621
28	1	1	7700	51000	14734.16177
28	1	0	30244.32606	52000	19211.15456
28	1	0	30137.15648	52000	19184.09168
28	1	0	30244.32606	52000	19315.84317
28	1	1	66626.68844	52000	32009.57319
28	1	1	66795.10777	52000	32098.4566
28	1	0	30029.98691	52000	19048.79896
28	1	0	31316.02182	52000	19084.7386
28	0	0	7800	53000	17608.19251
28	1	1	563711.9701	53000	17011.89212
28	0	0	2200	53000	17599.37241
28	0	0	2540	53000	17579.65192
28	0	0	3900	53000	17559.20416
28	0	0	2630	53000	17627.72713
28	1	1	81877.55611	54000	28068.46937
28	1	1	78662.46883	54000	27988.81408
28	1	1	42224.81297	54000	24941.20497
28	1	1	84020.94763	54000	27941.33191
28	1	1	-1178.865337	55000	21888.29525
28	1	1	-1178.865337	55000	21929.5922
28	1	1	82949.25187	55000	27995.58784
28	1	1	-1178.865337	55000	22074.85228
28	1	1	-1178.865337	55000	22043.75529
28	1	1	-1178.865337	55000	22195.14622
28	1	1	61290.28055	55000	26616.05006
28	1	1	106553.2985	55000	27886.45296
