Age	Employed	HasESI	NetWorth	TotalIncome	ObWeight
25	1	0	-19772.78678	22000	19029.89645
25	1	0	10395.44888	22000	19364.10343
25	1	1	11777.93641	22000	14725.11181
25	1	0	16700	22000	17956.89778
25	1	0	8680.735661	22000	19437.92458
25	1	0	1684.193338	23000	6799.120877
25	1	0	1930.124065	23000	18733.40041
25	1	1	15850	23000	19158.10826
25	1	0	-19665.61721	23000	19227.79496
25	1	0	1822.954489	23000	18741.02969
25	1	1	6300	23000	19181.79274
25	1	1	11640	23000	19084.48018
25	1	1	11777.93641	23000	14816.08424
25	1	0	4300.306989	23000	6997.101938
25	1	0	1930.124065	23000	18816.16041
25	1	0	1930.124065	23000	18935.92418
25	1	0	12378.08603	23000	19494.55865
25	1	1	27750	23000	19138.85842
25	1	0	5604.968828	23000	14203.21559
25	1	1	10490	23000	19229.71743
25	1	1	11777.93641	23000	14766.17183
25	1	0	-20951.65212	23000	19106.18521
25	1	0	-19879.95636	23000	19133.34268
25	1	0	797.1848465	24000	35631.03067
25	1	1	12849.63217	24000	14815.88897
25	1	0	5583.534913	24000	14098.84584
25	0	0	-111224.128	24000	31787.70278
25	1	0	17082.83042	24000	19084.18587
25	1	0	1930.124065	24000	18842.90564
25	0	0	-118039.4971	25000	31805.21641
25	1	0	17700	25000	18000.55733
25	1	0	15828.94638	25000	19110.5126
25	1	0	3716.453298	25000	6745.174148
25	0	0	6260	25000	18259.10528
25	0	1	2089.806733	25000	15964.35748
25	0	0	6250	25000	18327.35416
25	0	1	4018.859102	25000	15973.75135
25	0	1	2861.427681	25000	16040.68381
25	1	0	5369.195761	25000	14226.60881
25	0	1	2422.032419	25000	15989.53487
25	0	0	17810	25000	16405.43081
25	0	1	4190.330424	25000	15983.72491
25	0	0	6150	25000	18240.75875
25	1	1	25500	26000	26369.94171
25	1	1	25500	26000	26419.62383
25	1	0	-3697.350374	26000	18350.33788
25	0	1	11170	26000	24279.53326
25	1	1	25500	26000	26467.88161
25	1	0	-3697.350374	26000	18420.29429
25	0	0	16810	26000	16442.48106
25	1	0	-3804.51995	26000	18467.94719
25	1	1	2021.032005	26000	34850.91295
25	1	0	-3697.350374	26000	18473.9634
25	1	0	-16224.39582	26000	32705.55034
25	1	1	7455.362508	26000	27096.46674
25	0	0	16810	26000	16429.90295
25	1	0	-3697.350374	26000	18602.12977
25	0	0	-112717.4461	26000	31629.36397
25	1	0	-16224.39582	26000	32964.99074
25	0	0	6250	26000	18281.67836
25	0	0	6150	26000	18188.93224
25	1	1	25500	26000	26323.96939
25	1	1	25600	26000	26499.6324
25	0	1	11170	26000	24325.43102
25	0	1	11070	26000	24197.09045
25	1	0	5583.534913	26000	14166.31312
25	1	1	2503.834095	26000	27113.13458
25	0	1	11170	26000	24185.58916
25	0	1	11070	26000	24189.36615
25	1	0	-16235.62378	26000	32792.76083
25	1	0	-16235.62378	26000	32739.67246
25	1	0	5262.026185	26000	14198.64647
25	1	0	-16224.39582	26000	32796.36633
25	0	0	17910	26000	16406.4464
25	0	0	16910	26000	16437.19746
25	1	0	39500	27000	27448.43989
25	1	0	39500	27000	27429.2664
25	1	1	460.8291771	27000	16255.62467
25	1	0	39500	27000	27610.32769
25	1	1	3514.350098	27000	26566.16137
25	1	1	10138.84389	27000	26989.53383
25	1	1	52298.75312	27000	24507.18999
25	1	1	52405.92269	27000	24843.46236
25	1	0	39500	27000	27563.6357
25	1	1	1044.199869	27000	26737.9619
25	1	0	39500	27000	27592.46055
25	1	1	-310.7917706	27000	16282.8902
25	1	1	-42.86783042	27000	16394.68026
25	1	1	857.3566085	28000	16482.6015
25	1	1	52405.92269	28000	24600.61797
25	1	0	4286.783042	28000	17353.77973
25	1	0	3150.785536	28000	17398.67358
25	1	1	-21.43391521	28000	16336.1798
25	1	0	4501.122195	28000	17525.08714
25	1	1	52298.75312	28000	24672.29398
25	1	0	3590.180798	28000	17287.87372
25	1	0	3043.61596	28000	17404.34146
25	1	1	52298.75312	28000	24664.25923
25	0	0	-114109.7126	29000	31768.55304
25	1	0	4726.178304	29000	15664.32695
25	1	1	-32847.47506	29000	15595.78409
25	1	1	-32847.47506	29000	15617.78496
25	1	1	5883.609726	29000	12668.98652
25	1	1	-32847.47506	29000	15515.0146
25	0	0	-116624.7747	29000	31747.6038
25	1	1	1908.752449	29000	34693.15266
25	1	0	-6063.096016	30000	42396.42336
25	1	0	-6063.096016	30000	42514.14874
25	1	1	-32847.47506	30000	15702.89198
25	1	1	4042.06401	30000	10152.81292
25	1	1	3929.784455	30000	10229.79056
25	1	1	4042.06401	30000	10184.46296
25	1	1	-32847.47506	30000	15485.79733
25	1	1	3929.784455	30000	10144.85849
25	1	0	-6063.096016	30000	42509.4749
25	1	0	5090.554863	30000	15674.05076
25	1	1	1908.752449	30000	34639.3466
25	1	1	4042.06401	30000	10221.35594
25	1	0	-6063.096016	30000	42440.65609
25	1	0	-6063.096016	30000	42732.73769
25	0	0	18672.09014	31000	26682.12131
25	1	0	7878.035536	31000	26750.83586
25	1	0	9914.257481	31000	26694.34808
25	1	1	6172.967581	31000	12653.32839
25	0	0	18778.75572	31000	26666.0473
25	0	0	18672.09014	31000	26648.46282
25	0	0	18672.09014	31000	26696.82198
25	1	0	6377.661471	31000	26659.31891
25	0	0	18784.36969	31000	26549.21408
25	1	0	7449.357232	31000	26809.1626
25	1	0	7663.696384	31000	26711.33069
25	1	0	4340.36783	32000	15683.7111
25	0	0	-83313.62843	32000	18295.72065
25	0	0	-83313.62843	32000	18170.92732
25	1	0	12860.34913	32000	17636.64111
25	0	0	-83206.45885	32000	18042.77978
25	1	1	6172.967581	32000	12636.99514
25	0	0	-83313.62843	32000	18076.82134
25	1	1	-3480.666231	33000	29840.59889
25	1	1	1908.752449	33000	34658.91856
25	0	0	-83313.62843	33000	18196.56093
25	0	0	-1392.132793	33000	19237.96105
25	1	1	11895.82294	33000	14394.05665
25	0	0	-1392.132793	33000	19133.69456
25	1	1	7930.548628	33000	14394.24635
25	1	0	808.4128021	33000	34176.56654
25	1	0	673.6773351	33000	34401.38273
25	1	1	-3480.666231	33000	29857.91471
25	0	0	-1392.132793	34000	19106.74079
25	1	1	4715.461347	34000	14305.86406
25	1	1	500	34000	20500.97057
25	1	1	500	34000	20494.46297
25	1	0	-12056.57731	34000	19987.05663
25	1	0	4800	34000	15808.69396
25	1	0	-11006.31546	34000	20019.93033
25	1	0	-11092.05112	34000	19992.36156
25	1	0	5800	34000	15722.7383
25	0	0	21.43391521	34000	14745.69138
25	0	0	-1392.132793	34000	19007.78831
25	1	1	500	34000	20562.40767
25	0	0	21.43391521	34000	14696.01612
25	0	0	21.43391521	34000	14771.35624
25	1	0	4790.48005	34000	15626.49663
25	1	1	5787.157107	34000	14345.75504
25	1	1	500	34000	20520.98267
25	1	1	-2245.591117	34000	29819.20313
25	0	0	21.43391521	34000	14745.49704
25	1	1	6858.852868	34000	14419.29952
25	1	0	-12035.14339	34000	20015.08655
25	0	0	-1392.132793	34000	18971.99358
25	1	1	500	34000	20346.36438
25	1	0	4800	34000	15750.19657
25	0	0	21.43391521	34000	14655.15117
25	1	1	-2357.870673	35000	29861.34962
25	1	1	28470	35000	39650.77853
25	1	1	-24679.04637	35000	26652.19593
25	1	0	8359.226933	35000	16678.00794
25	1	0	-12099.44514	35000	19996.91031
25	1	1	-3480.666231	35000	29840.76149
25	1	0	15646.7581	35000	16575.82154
25	1	1	6012.213217	35000	12622.76982
25	1	0	6483.759352	35000	16622.04215
25	1	1	28680	35000	39448.11586
25	1	1	29670	35000	39472.61806
25	1	1	-25756.93011	35000	26726.20311
25	1	1	28480	35000	39557.59632
25	1	0	5572.817955	35000	16678.22775
25	1	0	5572.817955	35000	16707.25618
25	1	1	30080	35000	39576.36617
25	1	1	-24645.36251	35000	26680.00251
25	1	0	5800	35000	15827.65802
25	1	0	4800	35000	15779.87063
25	1	1	-24465.71522	35000	26723.26494
25	1	1	43744.11496	36000	43869.95293
25	1	0	9109.413965	36000	18501.11228
25	1	1	18754.67581	36000	18650.15401
25	0	0	18058.07357	36000	19514.2545
25	1	1	45810.05879	36000	25560.92623
25	0	0	18025.92269	36000	19522.20178
25	0	0	0	36000	15531.5102
25	1	1	45810.05879	36000	25409.10847
25	1	1	45989.70607	36000	43163.85141
25	0	0	0	36000	15550.72999
25	1	1	18754.67581	36000	18702.15876
25	1	1	964.5261845	36000	5602.891165
25	1	1	45810.05879	36000	25710.59109
25	1	0	13204.07577	36000	31486.21459
25	0	0	0	36000	15494.00064
25	0	0	18250.9788	36000	19725.21995
25	0	0	19397.69327	36000	19628.32418
25	0	0	0	36000	15541.15156
25	1	0	-17998.4128	36000	29460.33416
25	0	0	18283.12968	36000	19600.46414
25	0	0	0	36000	15511.46171
25	1	0	-17886.13325	36000	29603.1687
25	1	1	-25610.96669	36000	26863.61743
25	1	1	45810.05879	36000	25553.84674
25	1	1	18754.67581	36000	18765.12821
25	1	1	51042.28609	36000	43332.72562
25	1	1	54298.39321	36000	43620.57009
25	1	1	52951.03854	36000	43171.88393
25	1	0	-4710	36000	20196.63624
25	1	1	18754.67581	36000	18765.37553
25	1	1	19826.37157	36000	18798.03664
25	1	0	7501.870324	36000	18647.42033
25	1	0	-17998.4128	36000	29528.33234
25	1	0	13396.19701	36000	18609.08773
25	1	0	-17998.4128	37000	29505.7918
25	1	1	45810.05879	37000	25738.2528
25	1	1	964.5261845	37000	5573.328325
25	1	0	13147.93599	37000	31522.55211
25	1	1	964.5261845	37000	5612.041498
25	1	1	964.5261845	37000	5600.505097
25	1	1	46618.76559	37000	19488.21007
25	1	1	46618.76559	37000	19494.55865
25	1	1	3750.935162	37000	17589.01126
25	1	1	46618.76559	37000	19629.80557
25	1	1	47690.46135	37000	19437.92458
25	1	0	-96178.66754	37000	29529.45155
25	1	0	-16875.61724	37000	29887.06135
25	1	1	964.5261845	37000	5568.009304
25	1	1	47690.46135	37000	19364.10343
25	1	0	14960.87282	38000	17696.25624
25	1	1	3750.935162	38000	17486.95459
25	1	1	6237.269327	38000	12661.18309
25	1	0	-5250	38000	20109.72029
25	0	0	-2454.183292	38000	20243.67789
25	1	1	3750.935162	38000	17625.24261
25	1	1	-86000	38000	24175.64356
25	1	1	-85850	38000	24130.41525
25	1	1	3750.935162	38000	17596.50497
25	1	1	3750.935162	38000	17503.65957
25	1	0	8573.566085	38000	18518.78607
25	1	1	-86070	38000	24183.41462
25	1	0	-97784.26519	39000	29297.04945
25	1	1	-85740	39000	24128.92152
25	1	1	-85990	39000	24164.91487
25	1	1	43993.11097	40000	15505.75129
25	1	1	43885.9414	40000	15602.89004
25	1	0	13500	40000	19032.03067
25	1	0	-96515.50621	40000	29327.61544
25	1	0	12844.78119	40000	31348.26254
25	1	0	13400	40000	19022.33793
25	1	1	4115.311721	40000	17726.49726
25	1	1	7662.624688	40000	17587.04434
25	1	1	43885.9414	40000	15628.37182
25	1	1	43993.11097	40000	15520.56366
25	1	1	44100.28055	40000	15596.24534
25	1	0	7073.19202	40000	18617.01604
25	1	0	-4820	40000	20109.99764
25	1	1	1908.752449	40000	35030.34753
25	1	0	13400	40000	19014.17095
25	1	0	13400	40000	18996.77802
25	1	1	3815.236908	40000	17636.08468
25	1	1	4876.215711	40000	17695.4647
25	1	1	3750.935162	40000	17695.69792
25	1	0	13400	40000	18985.86932
25	1	0	8201	41000	22709.33907
25	1	0	8101	41000	22794.22203
25	1	0	8101	41000	22737.4138
25	0	0	6590.928928	41000	20312.10528
25	0	0	-6944.588529	41000	20347.45848
25	1	0	8101	41000	22622.06297
25	1	0	-96347.08687	41000	29378.4008
25	1	0	-96178.66754	41000	29375.17105
25	1	0	8001	41000	22686.52099
25	1	0	25184.85037	42000	17696.02301
25	1	0	9645.261845	42000	13419.91093
25	1	0	9645.261845	42000	13452.39931
25	1	0	14467.89277	42000	17727.05655
25	1	0	-8465.878511	42000	31962.17234
25	1	0	9645.261845	42000	13469.04626
25	1	0	-8465.878511	42000	31937.13091
25	1	0	9645.261845	42000	13435.03459
25	1	0	9645.261845	42000	13460.75004
25	1	0	-8465.878511	42000	32177.95332
25	1	0	-8465.878511	42000	32061.81015
25	1	0	-8477.106466	42000	32204.50641
25	1	1	-26260	43000	17418.61335
25	1	1	-25250	43000	17378.85766
25	1	1	-26260	43000	17446.67684
25	1	0	-1723.491182	43000	29506.52084
25	1	1	-25360	43000	17427.34286
25	1	0	-1723.491182	43000	29636.36807
25	1	0	-13192.57481	44000	16930.0229
25	0	1	7500	44000	35482.81915
25	1	1	-26260	44000	17399.0954
25	1	0	-1723.491182	44000	29616.82485
25	0	1	7600	44000	35726.69084
25	1	0	-17468.6409	44000	16826.46773
25	1	0	-1723.491182	44000	29654.23255
25	1	0	-1830.15676	44000	29670.57073
25	1	1	8252.547355	45000	39329.97302
25	0	1	8600	45000	35536.04792
25	1	1	8252.547355	45000	39505.01742
25	0	1	7500	45000	35460.18166
25	1	1	8477.106466	45000	39152.42879
25	1	1	8263.77531	45000	39048.52672
25	1	1	8263.77531	45000	39246.84851
25	0	1	7600	46000	35266.53245
25	0	1	20000	46000	28483.69789
25	1	0	-5410	46000	20097.43324
25	0	1	20000	46000	28324.37365
25	0	1	20000	46000	28333.41837
25	0	1	21000	46000	28429.95421
25	1	0	-5110	46000	20170.41416
25	1	0	-3400	47000	21054.75352
25	1	0	-26149.37656	47000	16797.1744
25	1	0	48700	47000	18643.39468
25	1	0	2245.591117	47000	32549.06734
25	1	0	-12228.04863	47000	16817.93403
25	1	0	-3600	47000	21045.40983
25	1	0	-5040	47000	22082.31926
25	1	0	-24981.22818	47000	17022.26813
25	1	0	-3400	47000	21061.5214
25	1	0	1953.664272	47000	32167.39669
25	1	0	2200.679295	47000	32359.59478
25	1	0	2245.591117	47000	32350.63229
25	1	0	-3700	47000	21015.36385
25	0	0	14350.00623	47000	20187.38667
25	1	0	-6030	47000	21962.81382
25	1	0	-5030	47000	22074.59036
25	1	0	12500	47000	18708.09817
25	1	0	31500	47000	18747.79747
25	1	0	2122.083605	47000	32584.08648
25	1	0	-6040	47000	22183.08397
25	1	0	30700	47000	18784.23836
25	1	0	25500	47000	18738.68693
25	0	1	20000	47000	28319.95101
25	1	0	-3600	47000	21014.06295
25	1	0	-6030	47000	22232.992
25	1	1	66980.98504	48000	30427.36491
25	1	0	10824.12718	48000	18785.56657
25	1	1	62694.202	48000	30303.71476
25	1	1	61622.50623	48000	30800.84344
25	1	1	64730.42394	48000	30380.53032
25	1	1	68052.6808	48000	30144.42086
25	1	0	13610.53616	48000	18901.37557
25	0	0	-7019.607232	49000	20311.83758
25	1	0	12631.45003	49000	31465.45152
25	1	0	12519.17048	50000	31505.19413
25	0	0	12880	50000	18297.66734
25	0	0	12980	51000	18337.85582
25	0	0	12980	51000	18331.96317
25	0	0	12880	51000	18296.53468
25	0	0	12880	51000	18323.82779
25	1	0	11050	51000	29764.48789
25	1	1	9645.261845	53000	16116.54626
25	1	1	7823.379052	53000	16136.4647
25	1	1	7716.209476	53000	16332.5191
25	1	1	8252.057357	53000	16244.01168
25	1	1	9323.753117	53000	16144.65261
25	1	1	33212.29262	54000	33908.6187
25	1	1	33212.29262	54000	33553.58667
25	1	1	33212.29262	54000	34102.47742
25	1	1	33212.29262	54000	33559.83078
25	1	1	5524.154148	55000	26612.74719
25	1	1	124630.307	55000	39160.44853
25	1	1	-1661.737427	55000	26729.85999
25	1	1	33100.01306	55000	33684.86169
25	1	1	124518.0274	55000	39384.33244
25	1	1	-1470.862182	55000	26745.97246
25	1	1	124630.307	55000	38902.03561
25	1	1	-19199.80405	55000	32061.81015
25	1	1	124518.0274	55000	38757.63969
25	1	1	6646.949706	55000	26760.70832
25	1	1	-797.1848465	55000	26712.23343
25	1	1	124518.0274	55000	38750.42848
25	1	0	24027.82495	56000	57469.91836
25	1	0	24027.82495	56000	58216.44857
25	1	0	24027.82495	56000	58697.93495
25	1	0	24027.82495	56000	58578.09479
25	1	0	24027.82495	56000	58932.29815
25	1	1	7341.11596	57000	18370.76852
25	0	0	11680500	57000	6350.576248
25	1	1	7341.11596	57000	18127.84291
25	1	1	-18301.5676	57000	32177.95332
25	1	1	7341.11596	57000	18271.21563
25	1	0	-2389.881546	57000	17063.43314
25	1	1	7341.11596	57000	18159.45685
25	1	0	-782.3379052	57000	17102.37891
25	1	0	-2604.220698	57000	17107.88245
25	1	0	1414.638404	57000	16982.16827
25	1	1	7341.11596	57000	18150.24711
25	1	0	675.1683292	57000	17136.05976
25	1	0	37590	58000	21399.65564
25	0	0	12575.31025	58000	34459.99773
25	1	0	37490	58000	21479.64327
25	1	0	37700	58000	21317.4129
25	1	0	37500	58000	21426.11126
25	1	0	37710	58000	21378.15352
25	0	0	12687.58981	58000	34214.17505
25	1	0	14682.23192	58000	18837.94891
25	0	0	12687.58981	58000	33553.33968
25	0	0	12575.31025	58000	34510.6194
25	0	0	12687.58981	58000	34599.94879
25	1	1	-17852.44938	59000	32204.50641
25	1	1	280248.4414	60000	19396.70249
25	1	1	-11574.31421	60000	18456.13732
25	1	1	280248.4414	60000	18346.5703
25	1	1	-11574.31421	60000	18357.68887
25	1	1	280355.611	60000	17456.01985
25	1	1	-12646.00998	60000	18201.98353
25	1	1	280355.611	60000	18378.59796
25	1	1	280248.4414	60000	18893.66603
25	1	0	9600	60000	29947.03102
25	1	1	-11574.31421	60000	18292.18389
25	1	1	-11574.31421	60000	18232.51369
25	1	0	12100	61000	29991.95539
25	1	0	8700	61000	30152.8555
25	1	1	86017.36773	61000	40506.94769
25	1	1	109259.2358	61000	39344.56595
25	1	1	150802.6715	61000	39721.00039
25	1	1	130480.0718	62000	39161.66897
25	1	0	11145.63591	62000	18901.62468
25	1	1	92417.30242	62000	39802.31514
25	1	0	8000	62000	29927.92527
25	1	1	72532.59308	65000	46443.17446
25	1	1	71185.23841	67000	46535.36322
25	1	1	72532.59308	67000	47383.5267
25	1	1	-17964.72894	67000	31962.17234
25	1	1	72532.59308	67000	47134.69043
25	1	1	24600	68000	18067.86287
25	1	1	71409.79752	68000	47373.4759
25	1	1	21930	69000	18102.84857
25	1	1	21960	69000	18094.81487
25	1	1	21930	69000	18068.98138
25	1	1	22250	69000	18108.66758
25	0	0	11681090	69000	6341.240636
25	1	1	-18301.5676	72000	31937.13091
25	1	1	466521.5545	75000	52442.72788
25	1	1	584976.486	75000	52831.43166
25	0	1	97524.31421	75000	24610.05374
25	1	1	495040.5617	75000	51540.86298
25	0	1	98703.17955	75000	24406.71242
25	0	1	98810.34913	75000	24217.54449
25	0	1	97631.48379	75000	24134.59961
25	1	0	13824.87531	75000	18934.52293
25	0	1	98810.34913	75000	24294.4871
25	1	1	481679.2946	75000	49527.1414
25	1	1	484261.7244	75000	51929.34833
25	1	1	43510.84788	76000	22924.53444
25	1	1	47690.46135	77000	22859.47709
25	1	1	35044.45137	78000	22820.69668
25	1	0	22040.47681	79000	32328.65123
25	0	0	11678920	82000	6406.04058
25	1	0	24420.8034	82000	32384.63335
25	1	1	63600	83000	21823.9288
25	1	1	63600	83000	22404.8515
25	1	1	63600	83000	21756.75758
25	1	1	63600	83000	22606.81767
25	1	1	63600	83000	22102.10729
25	1	1	42010.47382	85000	22865.00946
25	1	0	22096.61659	85000	32381.07311
25	1	1	49619.51372	90000	22948.27016
25	1	1	27274.65711	90000	19008.59713
25	1	1	27285.37406	90000	19016.33848
25	1	1	27499.71322	90000	19214.096
25	1	1	27381.82668	90000	19092.57289
25	1	1	28357.06983	90000	19119.71101
25	1	1	329750	93000	25534.34481
25	1	1	209650	93000	32660.09621
25	1	1	206750	93000	32675.59323
25	1	1	330750	93000	24975.78195
25	1	1	265750	93000	32589.93527
25	0	0	11676430	95000	6565.624313
25	1	1	76197.56858	95000	22445.47938
25	1	1	76090.399	96000	22384.63711
25	0	0	11687270	97000	6784.471269
25	1	0	21299.43174	98000	32551.14082
25	1	1	76872.73691	98000	22762.03008
25	1	1	76197.56858	98000	22283.46874
25	1	0	24027.82495	99000	32294.95749
25	1	1	76626.24688	107000	22509.66942
25	1	1	1825048.04	110000	15272.15721
25	1	1	35200	110000	37732.16073
25	1	1	33200	110000	37607.62001
25	1	1	34200	110000	37627.36484
25	1	1	36200	110000	37625.83436
25	1	1	34200	110000	37520.76748
25	1	1	1522477.093	117000	15227.49686
25	1	1	715500	125000	7931.702405
25	1	1	715500	125000	7884.613156
25	1	1	715500	126000	7936.967323
25	1	1	715500	126000	7942.190365
25	1	1	715500	126000	8076.983219
25	1	1	1744891.666	127000	15684.99964
25	1	1	-88768.55985	135000	7222.419628
25	1	1	1799773.912	137000	16360.5609
25	1	1	-87536.10973	151000	7340.902525
25	1	1	-86292.94264	152000	7251.88972
25	1	1	1456052.508	166000	15070.20615
25	1	1	179400	175000	22916.72549
25	1	1	179400	175000	22892.10883
25	1	1	179500	175000	22708.34542
25	1	1	178500	175000	22758.31441
25	1	1	178500	175000	22883.81257
25	1	1	-87353.92145	205000	7240.727423
25	1	1	-87375.35536	205000	7184.454401
26	1	1	789010	-9	22857.19542
26	1	1	789010	-9	22860.45144
26	1	1	789010	-9	23211.50968
26	1	1	789010	-9	22726.86814
26	1	1	789010	-9	22655.15205
26	1	1	10463000	5000	3688.921486
26	1	1	10463000	5000	3777.053946
26	1	1	10463000	5000	3666.502219
26	1	1	10463010	5000	3791.019736
26	1	1	10463010	5000	3947.812756
