25	4.95224	6.21757	1.549019	1.511871	.9330051	987.5954	1039.55	.0716543	.1196492	6326946	7227522	4712600	6801550	.4447855	
26	5.019666	6.153683	1.496388	1.539376	.9154336	1055.903	1071.071	.0300522	.1928999	5839326	6495996	4239532	6852028	.3494173	
27	5.056124	6.266387	1.453128	1.499718	.9431587	1153.328	1560.851	.0647898	.2346037	6401057	7104965	4211162	6833561	.371025	
28	5.134441	6.366402	1.46491	1.578058	.9348305	986.392	1155.71	.0613843	.18664	7359906	8060824	3850205	7175975	.397866	
29	5.156498	6.342645	1.454776	1.506755	.9540255	1037.936	1129.974	.0346671	.2312915	6750867	7366160	3546499	7186253	.3550872	
30	5.214789	6.360373	1.488747	1.489038	.9699497	1061	1358.737	.0554531	.2417005	7155098	7867108	3444620	7193638	.4398487	
31	5.054592	6.31021	1.495785	1.506462	.9627678	1087.937	1451.747	.0488963	.2238081	6843136	7579360	3186953	6969057	.419647	
32	5.121231	6.421144	1.508723	1.510621	.9766094	1121.144	1170.495	.0354601	.1688314	7164569	7818904	3439358	7362288	.4875321	
33	5.212781	6.488662	1.560189	1.629955	.9534327	1053.463	1340.562	.0998732	.1918902	6934832	7573933	2658140	6818829	.461669	
34	5.231289	6.543699	1.469943	1.469468	.9737865	1108.876	1176.574	.0416778	.2276544	6969454	7693262	2992900	7529414	.5060362	
35	5.2472	6.585169	1.467721	1.582364	.9584611	1280.643	1552.73	.0496514	.1768815	7342035	7974217	2694132	7331785	.4894536	
36	5.248899	6.522205	1.51994	1.661712	.9773563	1184.171	1351.541	.0711103	.1526319	7690834	8262877	2677638	7427126	.5126576	
37	5.267891	6.614334	1.452318	1.488589	.9671643	1303.351	1496.626	.0714016	.2028473	8292898	8977609	2781540	8190014	.5669051	
38	5.36062	6.706939	1.503324	1.578883	.9759524	1178.714	1356.077	.0291	.176361	8116659	8882514	2488903	8155479	.5296414	
39	5.355153	6.731931	1.477609	1.579776	.964049	1140.811	1360.511	.0520842	.1879081	7802525	8250802	2255625	7524252	.5167618	
40	5.328044	6.732005	1.453509	1.471547	.9729507	1253.517	1231.671	.0633196	.1999141	7282303	7905980	1837609	7156403	.5060617	
41	5.202983	6.688234	1.550462	1.538048	.9774315	990.1092	890.0461	.0437046	.1769812	8140182	8808473	2006590	7701679	.5485713	
42	5.304797	6.729707	1.509728	1.601708	.968666	1046.769	1012.729	.0356508	.1730505	8565754	9225790	2124297	7615960	.5565405	
43	5.431441	6.838718	1.415974	1.481993	.9752154	1099.61	1144.325	.0549234	.1746002	8462296	8943110	2025294	7607447	.5609137	
44	5.477049	6.828312	1.468147	1.533133	.9763176	1312.081	1532.618	.0385089	.1878118	8227878	8845364	2083374	7719291	.5658926	
45	5.54933	6.762547	1.52794	1.59595	.9807598	1301.115	2354.238	.0595174	.2387354	8297151	8899375	2001163	7439385	.5415391	
46	5.556533	6.931021	1.453309	1.618236	.9835532	1231.771	1319.305	.06121	.1439044	9493890	9942100	2399878	8596915	.548083	
47	5.424633	6.852131	1.500523	1.675182	.9813682	1195.875	1158.527	.0597908	.1406856	9235996	9801507	2475773	7879884	.531788	
48	5.670325	7.022813	1.43714	1.532297	.9772152	1190.45	1552.51	.0748043	.1884927	9160696	9658109	2557757	7777232	.6185365	
49	5.636097	7.056135	1.543376	1.608001	.9688264	1300.924	1396.178	.0560567	.1552667	1.03e+07	1.09e+07	2636348	9316035	.6053597	
50	5.624612	7.113331	1.506971	1.600155	.9899071	1324.526	1591.946	.0496237	.1658795	1.02e+07	1.08e+07	2922813	8882984	.6273357	
51	5.827561	7.231363	1.475552	1.666319	.979801	1217.384	1206.224	.0552039	.1530902	9576589	1.02e+07	2576715	8197957	.5993897	
52	5.807221	7.089291	1.499632	1.552701	.9870138	1188.889	1406.38	.0653263	.2144272	9682857	1.01e+07	2775627	8363173	.6157787	
53	5.924115	7.257205	1.430867	1.617213	.9814419	1106.348	1344.995	.0354777	.1582499	1.02e+07	1.06e+07	2532811	8145258	.6440119	
54	5.798728	7.18524	1.469227	1.623836	.9863167	1233.231	1363.274	.0664943	.1534166	9652883	1.01e+07	2156434	7426612	.6546249	
55	5.984513	7.37395	1.481639	1.587838	.9909191	1370.205	1754.673	.0280852	.1901304	9346982	9760814	2624596	7014502	.7088733	
56	6.070176	7.484885	1.446207	1.655716	.9884993	1315.715	1717.506	.0755748	.1493056	8846342	9166662	2572394	6740286	.6920046	
57	6.015687	7.502822	1.513093	1.623696	.985303	1196.135	1526.849	.0485204	.1751616	8509106	8744215	2148963	6764024	.7321828	
58	6.10495	7.547474	1.405634	1.689321	.9842218	1346.172	1582.223	.0823118	.1251369	7794629	8079193	1906084	5964594	.7062309	
59	6.080507	7.394264	1.376029	1.477997	.9899288	1516.272	1731.411	.1023609	.2036704	7154495	7354976	1915971	5658885	.70995	
60	6.095045	7.480916	1.441326	1.605647	.987149	1394.031	1916.487	.0831087	.2049918	7073810	7209994	1557737	4833346	.7087783	
61	6.201619	7.619252	1.453405	1.741253	.9855481	1491.365	2087.721	.1285107	.147424	6803917	6899157	1604810	4531434	.7695318	
62	6.285044	7.80435	1.451945	1.554586	.9950582	1998.074	2938.349	.1284204	.1778909	5868742	5957120	1531468	4117952	.720954	
