0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	72657.456171880651	-3602.8233930960914	-2919.9084361164687	-4360.5658971789926	-4377.3810069562833	-1701.281762074115	-2008.365554981089	1027.4241989483407	-1525.0249120980709	-5463.850447630236	-4642.3768983819491	-213.71088908337671	-7820.1816738719008	-1524.4475265050914	-6317.0495013853506	-5450.2933997316477	-4610.7530683547793	-1600.3523580592323	-7032.176675514308	73.566206475103215	-3777.1575554867604	-4984.700186828677	-945.00248864922207	1102.9481280004668	-884.54772271081163	-174.55201951837915
0.0	0.0	0.0	-3602.8233930960887	53199.026138945279	-3741.3256395158996	1958.0035651461792	-302.51614231611785	-2983.0427241801176	-3700.2262878894535	378.9536595351347	-1802.91402000367	-6244.5035207923884	-1199.2416458359412	-1586.3145094901399	-1563.3352537344408	-1994.7750078087679	-3623.6450077755921	208.86616064600864	-1713.2746886921163	534.68080262264107	-3133.2934070569986	-253.06868037918667	-2759.3929667354591	-2759.8873168110304	-338.25899710596042	-1144.2343381378701	-140.03455374031142	994.0888707196633
0.0	0.0	0.0	-2919.9084361164719	-3741.3256395159015	56817.212863618945	-4744.7485245023136	-1512.6107015913105	829.0666761981571	-2490.8615433395976	-2211.8212206592943	-211.04297514833291	-192.97162678092164	-4280.110383368622	-2402.5919683957559	-2167.1812724137517	226.1230641865159	-4391.1379674079208	-4159.1921613752893	-200.45088305396999	-1254.1903372707957	-236.62746253288046	-4556.3073692144817	-3274.8493608704707	-6009.2037427151345	112.28680021443211	359.12078115640787	238.06243703633794	-119.44777991063879
0.0	0.0	0.0	-4360.5658971789971	1958.0035651461781	-4744.7485245023181	64374.458581698746	-536.0836368961476	-831.78413536570474	-3285.7073791461844	-2228.4170206632984	-4243.5334850140061	-2029.7053373126369	-755.84847080756333	-2540.5545247563628	-3231.589921889587	-1590.9821580794678	-8384.4170131955943	-3236.5014682922242	-4902.3683624949972	-7092.7367864079406	-3425.7178893988143	501.42073706944251	-3941.8969805821002	-2680.1361108147576	1146.4464598296374	-2364.836716009796	-103.84523119365309	-54.756625542196886
0.0	0.0	0.0	-4377.3810069562869	-302.5161423161174	-1512.6107015913135	-536.08363689614964	58164.838744872934	-3211.7727508554103	-3688.4482678384834	-2666.6410872031834	-1189.8000753813128	-2078.0469033961203	-2263.3394726835595	-5840.031364725718	-2504.7385150924233	-6142.7183406441272	-2191.3616428673145	-3246.0875853365797	-2787.7176858830449	-4600.599726701932	-4211.9569207920995	1848.0885563586276	-1301.1298074759541	-2697.5093609797259	3053.1684394618364	-1264.5136287078817	-2190.3810281998994	-41.241699623739912
0.0	0.0	0.0	-1701.2817620741175	-2983.0427241801135	829.06667619815585	-831.78413536570361	-3211.7727508554099	82057.685247522168	-6079.4623909927141	-7200.3668167963751	-2053.8626974652007	-7257.757106857739	3854.6415905329204	-3443.8430831627338	468.87068543295061	-2530.3023644663062	-7017.0492984927851	-6717.3317168289432	-7622.3600048549615	-1434.0120998486773	-5104.0981342258447	-4526.8580739730751	-6065.7253792313877	-1476.4476240298256	1585.0850177528991	182.04722718428968	-956.48127607803372	-55.556710549419144
0.0	0.0	0.0	-2008.3655549810858	-3700.2262878894494	-2490.8615433395962	-3285.7073791461817	-3688.4482678384775	-6079.4623909927086	66609.305171862376	864.51873891813921	-8231.0752925038905	-5660.231879782209	413.28349763453303	-1818.2067909157961	-1892.1860601507221	-1727.0610948819681	-829.62418251469387	-4783.8580420979442	-2031.1434314044625	-2011.1755181109129	-7892.8197895607736	130.89728494069038	-3169.5234074169889	-5049.929206227368	2374.1419481103544	-160.73796564500068	-784.21301412049229	-870.56312265424185
0.0	0.0	0.0	1027.4241989483414	378.95365953513345	-2211.8212206592934	-2228.4170206632998	-2666.6410872031834	-7200.366816796376	864.51873891813864	59568.119163826814	-4091.2728464558727	-4546.9114824895687	-6959.9477498093638	607.73666791274218	-4772.0432660746283	-657.41637696957525	280.95645222863641	-2821.119792678307	-2463.9864370678902	-3784.5935372893014	-3520.4055711073961	-2702.0215804060454	-205.45264565293067	-2872.6014778348722	-53.550886028619651	-193.82633593062113	-210.3925355024852	532.18979317971616
